,artist_name,track_name,track_id,popularity,artist_id,artists_id,artists_names,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
38425,BTS,Interlude: Wings,6dNOlenVY8vp29pkMZOd7c,62,3Nrfpe0tUJi4K4DXYWgMUX,['3Nrfpe0tUJi4K4DXYWgMUX'],['BTS'],2016,k-pop,0.638,0.851,11,-3.042,0,0.0663,0.0102,0.0,0.114,0.6,124.992,audio_features,6dNOlenVY8vp29pkMZOd7c,spotify:track:6dNOlenVY8vp29pkMZOd7c,https://api.spotify.com/v1/tracks/6dNOlenVY8vp29pkMZOd7c,https://api.spotify.com/v1/audio-analysis/6dNOlenVY8vp29pkMZOd7c,144314,4
50227,Anuradha Paudwal,Holi Khelein Kanha Sang,1LqPDKE0vWOh6mfnEWXTwo,0,4hkB2bR5ek6lJChj6aunCn,"['4hkB2bR5ek6lJChj6aunCn', '42Nd9CCXTWPuMd4i6rvKgw']","['Anuradha Paudwal', 'Jaswant Singh']",2022,filmi,0.62,0.697,7,-6.983,1,0.123,0.573,0.0,0.379,0.708,110.122,audio_features,1LqPDKE0vWOh6mfnEWXTwo,spotify:track:1LqPDKE0vWOh6mfnEWXTwo,https://api.spotify.com/v1/tracks/1LqPDKE0vWOh6mfnEWXTwo,https://api.spotify.com/v1/audio-analysis/1LqPDKE0vWOh6mfnEWXTwo,371301,4
37014,MIIA,Dynasty,29OBQBdkEWYaE3YxVAT8KL,69,0h3YCmvRJ2jqt4jFiR6nGL,['0h3YCmvRJ2jqt4jFiR6nGL'],['MIIA'],2015,pop,0.492,0.594,8,-4.403,0,0.0377,0.256,0.0,0.0759,0.304,123.768,audio_features,29OBQBdkEWYaE3YxVAT8KL,spotify:track:29OBQBdkEWYaE3YxVAT8KL,https://api.spotify.com/v1/tracks/29OBQBdkEWYaE3YxVAT8KL,https://api.spotify.com/v1/audio-analysis/29OBQBdkEWYaE3YxVAT8KL,225515,4
53214,Rush,Entre Nous,05k5hQBg2gSadrEec8WnmC,30,2Hkut4rAAyrQxRdof7FVJq,['2Hkut4rAAyrQxRdof7FVJq'],['Rush'],2020,art rock,0.582,0.497,2,-14.157,1,0.0406,0.113,5.1e-05,0.229,0.692,126.564,audio_features,05k5hQBg2gSadrEec8WnmC,spotify:track:05k5hQBg2gSadrEec8WnmC,https://api.spotify.com/v1/tracks/05k5hQBg2gSadrEec8WnmC,https://api.spotify.com/v1/audio-analysis/05k5hQBg2gSadrEec8WnmC,277648,4
37901,Terror Jr,3 Strikes,1mZF9TEc7gpw7by7NCZSKr,60,5QatamYwvUTOmMHW6WA0AG,['5QatamYwvUTOmMHW6WA0AG'],['Terror Jr'],2016,electropop,0.599,0.432,5,-6.097,1,0.0451,0.62,0.00773,0.105,0.615,106.824,audio_features,1mZF9TEc7gpw7by7NCZSKr,spotify:track:1mZF9TEc7gpw7by7NCZSKr,https://api.spotify.com/v1/tracks/1mZF9TEc7gpw7by7NCZSKr,https://api.spotify.com/v1/audio-analysis/1mZF9TEc7gpw7by7NCZSKr,175777,5
9692,Jazmine Sullivan,Bodies - Intro,2Itnx6zp6Ztkex5JnRcy3U,57,7gSjFKpVmDgC2MMsnN8CYq,['7gSjFKpVmDgC2MMsnN8CYq'],['Jazmine Sullivan'],2021,alternative r&b,0.381,0.474,4,-4.231,1,0.0903,0.845,0.0,0.11,0.161,205.967,audio_features,2Itnx6zp6Ztkex5JnRcy3U,spotify:track:2Itnx6zp6Ztkex5JnRcy3U,https://api.spotify.com/v1/tracks/2Itnx6zp6Ztkex5JnRcy3U,https://api.spotify.com/v1/audio-analysis/2Itnx6zp6Ztkex5JnRcy3U,121640,3
46530,Shawn Mendes,Bad Reputation,3SBAb63Bjv98ZqfAvP9aK8,54,7n2wHs1TKAczGzO7Dd2rGr,['7n2wHs1TKAczGzO7Dd2rGr'],['Shawn Mendes'],2017,canadian pop,0.413,0.697,11,-5.823,0,0.188,0.229,0.0,0.256,0.332,150.047,audio_features,3SBAb63Bjv98ZqfAvP9aK8,spotify:track:3SBAb63Bjv98ZqfAvP9aK8,https://api.spotify.com/v1/tracks/3SBAb63Bjv98ZqfAvP9aK8,https://api.spotify.com/v1/audio-analysis/3SBAb63Bjv98ZqfAvP9aK8,198227,3
42061,Token,Boom (feat. JID),512YmmPt5AELP0TLAdzSUW,64,4cUfFbVZGSsJWdbfmkdxYq,"['4cUfFbVZGSsJWdbfmkdxYq', '6U3ybJ9UHNKEdsH7ktGBZ7']","['Token', 'JID']",2022,pop rap,0.858,0.729,1,-7.344,1,0.216,0.0387,0.0,0.315,0.327,125.998,audio_features,512YmmPt5AELP0TLAdzSUW,spotify:track:512YmmPt5AELP0TLAdzSUW,https://api.spotify.com/v1/tracks/512YmmPt5AELP0TLAdzSUW,https://api.spotify.com/v1/audio-analysis/512YmmPt5AELP0TLAdzSUW,154906,4
14312,NIKI,Every Summertime,68HocO7fx9z0MgDU0ZPHro,89,2kxP07DLgs4xlWz8YHlvfh,['2kxP07DLgs4xlWz8YHlvfh'],['NIKI'],2021,pop,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,audio_features,68HocO7fx9z0MgDU0ZPHro,spotify:track:68HocO7fx9z0MgDU0ZPHro,https://api.spotify.com/v1/tracks/68HocO7fx9z0MgDU0ZPHro,https://api.spotify.com/v1/audio-analysis/68HocO7fx9z0MgDU0ZPHro,215687,4
37205,Hailee Steinfeld,Love Myself - KREAM Remix,0Qydhjycb5IFm02W6zJ2Tn,62,5p7f24Rk5HkUZsaS3BLG5F,"['5p7f24Rk5HkUZsaS3BLG5F', '4eoiPzNc0jrpNf3YAtYe1L', '7iwj95h4rLKDyJO8w1LHRM', '0DdDnziut7wOo6cAYWVZC5']","['Hailee Steinfeld', 'Daniel Slettebakken', 'Ian Spurrier', 'KREAM']",2015,pop,0.775,0.772,7,-4.79,0,0.0962,0.00764,1.26e-05,0.0515,0.274,124.947,audio_features,0Qydhjycb5IFm02W6zJ2Tn,spotify:track:0Qydhjycb5IFm02W6zJ2Tn,https://api.spotify.com/v1/tracks/0Qydhjycb5IFm02W6zJ2Tn,https://api.spotify.com/v1/audio-analysis/0Qydhjycb5IFm02W6zJ2Tn,221720,4
51834,Five Finger Death Punch,Scar Tissue,5ZJznweFVYVA803Tq1RldG,51,5t28BP42x2axFnqOOMg3CM,['5t28BP42x2axFnqOOMg3CM'],['Five Finger Death Punch'],2020,alternative metal,0.435,0.989,2,-3.753,1,0.113,2.56e-05,2.63e-06,0.214,0.429,165.054,audio_features,5ZJznweFVYVA803Tq1RldG,spotify:track:5ZJznweFVYVA803Tq1RldG,https://api.spotify.com/v1/tracks/5ZJznweFVYVA803Tq1RldG,https://api.spotify.com/v1/audio-analysis/5ZJznweFVYVA803Tq1RldG,173364,4
36100,SEVENTEEN,OMG,1DyOe08LQyJhsLDcSXiNxO,47,7nqOGRxlXj7N2JYbgNEjYH,['7nqOGRxlXj7N2JYbgNEjYH'],['SEVENTEEN'],2015,k-pop boy group,0.736,0.848,7,-2.952,1,0.0862,0.00476,0.0,0.107,0.228,97.99,audio_features,1DyOe08LQyJhsLDcSXiNxO,spotify:track:1DyOe08LQyJhsLDcSXiNxO,https://api.spotify.com/v1/tracks/1DyOe08LQyJhsLDcSXiNxO,https://api.spotify.com/v1/audio-analysis/1DyOe08LQyJhsLDcSXiNxO,183604,4
51806,Five Finger Death Punch,Mother May I (Tic Toc),5wXWGcJmmNGdV2EzXkbfQD,53,5t28BP42x2axFnqOOMg3CM,['5t28BP42x2axFnqOOMg3CM'],['Five Finger Death Punch'],2020,alternative metal,0.484,0.989,4,-3.74,0,0.109,0.00126,5.78e-06,0.0905,0.391,155.878,audio_features,5wXWGcJmmNGdV2EzXkbfQD,spotify:track:5wXWGcJmmNGdV2EzXkbfQD,https://api.spotify.com/v1/tracks/5wXWGcJmmNGdV2EzXkbfQD,https://api.spotify.com/v1/audio-analysis/5wXWGcJmmNGdV2EzXkbfQD,234239,4
35060,Marc Scibilia,How Bad We Need Each Other,0gWcJrbC41WK5qsKowO0tz,47,4CHiVarfTsFhkFOk5vHS77,['4CHiVarfTsFhkFOk5vHS77'],['Marc Scibilia'],2015,neo mellow,0.669,0.717,4,-5.47,0,0.0558,0.071,0.0,0.0793,0.692,90.986,audio_features,0gWcJrbC41WK5qsKowO0tz,spotify:track:0gWcJrbC41WK5qsKowO0tz,https://api.spotify.com/v1/tracks/0gWcJrbC41WK5qsKowO0tz,https://api.spotify.com/v1/audio-analysis/0gWcJrbC41WK5qsKowO0tz,193067,4
35730,Aaron Watson,Bluebonnets (Julia's Song),0Z9LOFpgyueIFCYSRbUaHb,47,5BKzvAPtNXnt0LwzGvKOH3,['5BKzvAPtNXnt0LwzGvKOH3'],['Aaron Watson'],2015,country rock,0.608,0.434,2,-7.085,1,0.0245,0.275,0.0,0.141,0.31,92.956,audio_features,0Z9LOFpgyueIFCYSRbUaHb,spotify:track:0Z9LOFpgyueIFCYSRbUaHb,https://api.spotify.com/v1/tracks/0Z9LOFpgyueIFCYSRbUaHb,https://api.spotify.com/v1/audio-analysis/0Z9LOFpgyueIFCYSRbUaHb,257133,4
34415,Mariya Chaykovskaya,Целуй меня,5fpFOMiFytNxU7q5hjyXxC,58,565t93iQF8KtOqq6Luqiec,['565t93iQF8KtOqq6Luqiec'],['Mariya Chaykovskaya'],2015,uk pop,0.573,0.492,9,-8.403,0,0.103,0.66,0.0,0.127,0.424,85.032,audio_features,5fpFOMiFytNxU7q5hjyXxC,spotify:track:5fpFOMiFytNxU7q5hjyXxC,https://api.spotify.com/v1/tracks/5fpFOMiFytNxU7q5hjyXxC,https://api.spotify.com/v1/audio-analysis/5fpFOMiFytNxU7q5hjyXxC,187013,4
48118,Erik Hassle,No Words,2kSiSU6KMxTuT7tJ8TwoIq,34,6MKNzi38fPQCFRdWOtHqTJ,['6MKNzi38fPQCFRdWOtHqTJ'],['Erik Hassle'],2017,europop,0.686,0.862,6,-3.791,0,0.0364,0.0221,1.59e-05,0.127,0.638,110.046,audio_features,2kSiSU6KMxTuT7tJ8TwoIq,spotify:track:2kSiSU6KMxTuT7tJ8TwoIq,https://api.spotify.com/v1/tracks/2kSiSU6KMxTuT7tJ8TwoIq,https://api.spotify.com/v1/audio-analysis/2kSiSU6KMxTuT7tJ8TwoIq,213853,4
7384,Etta James,Something's Got A Hold On Me,090TQTa9qS7pboofHwLFbG,44,0iOVhN3tnSvgDbcg25JoJb,['0iOVhN3tnSvgDbcg25JoJb'],['Etta James'],2021,adult standards,0.458,0.566,1,-6.382,1,0.0709,0.7,0.0,0.625,0.569,150.315,audio_features,090TQTa9qS7pboofHwLFbG,spotify:track:090TQTa9qS7pboofHwLFbG,https://api.spotify.com/v1/tracks/090TQTa9qS7pboofHwLFbG,https://api.spotify.com/v1/audio-analysis/090TQTa9qS7pboofHwLFbG,169013,4
29009,girl in red,girls,1kqc6U8hVYZhY0gFGQclCz,79,3uwAm6vQy7kWPS2bciKWx9,['3uwAm6vQy7kWPS2bciKWx9'],['girl in red'],2018,pop,0.515,0.449,5,-14.468,1,0.0337,0.227,0.0357,0.171,0.792,149.966,audio_features,1kqc6U8hVYZhY0gFGQclCz,spotify:track:1kqc6U8hVYZhY0gFGQclCz,https://api.spotify.com/v1/tracks/1kqc6U8hVYZhY0gFGQclCz,https://api.spotify.com/v1/audio-analysis/1kqc6U8hVYZhY0gFGQclCz,198400,4
5422,Jonah Kagen,Broken,3JE04xcSOB8zuUzzazuaDj,70,5KsRA81UaMVKvLNiwDySfp,['5KsRA81UaMVKvLNiwDySfp'],['Jonah Kagen'],2021,alt z,0.495,0.351,1,-11.966,1,0.0626,0.53,0.0,0.104,0.237,83.365,audio_features,3JE04xcSOB8zuUzzazuaDj,spotify:track:3JE04xcSOB8zuUzzazuaDj,https://api.spotify.com/v1/tracks/3JE04xcSOB8zuUzzazuaDj,https://api.spotify.com/v1/audio-analysis/3JE04xcSOB8zuUzzazuaDj,195402,4
47612,A.R. Rahman,Azhagiye,65hrZPcYs8AlXbRl8375gO,56,1mYsTxnqsietFxj1OgoGbG,"['1mYsTxnqsietFxj1OgoGbG', '4UCG3GFuPR4k19M40Mzxip', '1QvyquqkuuwUzdszyoKIy4', '00sCATpEvwH48ays7PlQFU']","['A.R. Rahman', 'Arjun Chandy', 'Haricharan', 'Jonita Gandhi']",2017,filmi,0.681,0.458,9,-10.455,1,0.0408,0.0957,0.114,0.121,0.903,100.009,audio_features,65hrZPcYs8AlXbRl8375gO,spotify:track:65hrZPcYs8AlXbRl8375gO,https://api.spotify.com/v1/tracks/65hrZPcYs8AlXbRl8375gO,https://api.spotify.com/v1/audio-analysis/65hrZPcYs8AlXbRl8375gO,224657,4
18207,Bread,Baby I'm-A Want You,5zqbo4Tiyw03zrHbwFzaej,0,70ZTdbPEcEugBNay4MvxfL,['70ZTdbPEcEugBNay4MvxfL'],['Bread'],2022,mellow gold,0.539,0.479,8,-10.632,1,0.0289,0.452,0.0,0.113,0.555,144.302,audio_features,5zqbo4Tiyw03zrHbwFzaej,spotify:track:5zqbo4Tiyw03zrHbwFzaej,https://api.spotify.com/v1/tracks/5zqbo4Tiyw03zrHbwFzaej,https://api.spotify.com/v1/audio-analysis/5zqbo4Tiyw03zrHbwFzaej,143173,4
35355,The Fortunes,You've Got Your Troubles - Remastered,4g2B1iGsws8hpI5c2Rx7Ko,48,4GpIeE34rBNFppvYsWle9c,['4GpIeE34rBNFppvYsWle9c'],['The Fortunes'],2015,folk rock,0.628,0.764,4,-9.184,1,0.0319,0.28,0.0,0.415,0.587,131.469,audio_features,4g2B1iGsws8hpI5c2Rx7Ko,spotify:track:4g2B1iGsws8hpI5c2Rx7Ko,https://api.spotify.com/v1/tracks/4g2B1iGsws8hpI5c2Rx7Ko,https://api.spotify.com/v1/audio-analysis/4g2B1iGsws8hpI5c2Rx7Ko,208144,4
26320,Band of Horses,Tragedy of the Commons,6vCGKvcWkYQLHJSAooMCeI,0,0OdUWJ0sBjDrqHygGUXeCF,['0OdUWJ0sBjDrqHygGUXeCF'],['Band of Horses'],2022,stomp and holler,0.35,0.456,0,-7.789,1,0.0358,0.492,0.000139,0.111,0.247,116.736,audio_features,6vCGKvcWkYQLHJSAooMCeI,spotify:track:6vCGKvcWkYQLHJSAooMCeI,https://api.spotify.com/v1/tracks/6vCGKvcWkYQLHJSAooMCeI,https://api.spotify.com/v1/audio-analysis/6vCGKvcWkYQLHJSAooMCeI,298733,4
47949,Meghan Trainor,Kindly Calm Me Down,3rsOJ5Nbmr7pWxY1p6ZDxk,50,6JL8zeS1NmiOftqZTRgdTz,['6JL8zeS1NmiOftqZTRgdTz'],['Meghan Trainor'],2017,hip pop,0.524,0.537,11,-5.395,0,0.033,0.227,0.0,0.0779,0.212,149.758,audio_features,3rsOJ5Nbmr7pWxY1p6ZDxk,spotify:track:3rsOJ5Nbmr7pWxY1p6ZDxk,https://api.spotify.com/v1/tracks/3rsOJ5Nbmr7pWxY1p6ZDxk,https://api.spotify.com/v1/audio-analysis/3rsOJ5Nbmr7pWxY1p6ZDxk,238947,4
3656,A Boogie Wit da Hoodie,24 Hours (feat. Lil Durk),0YH1xT3Z7wR6dZyaCwSziK,69,31W5EY0aAly4Qieq6OFu6I,"['31W5EY0aAly4Qieq6OFu6I', '3hcs9uc56yIGFCSy9leWe7']","['A Boogie Wit da Hoodie', 'Lil Durk']",2021,melodic rap,0.586,0.474,2,-9.21,0,0.18,0.334,0.0,0.118,0.146,91.105,audio_features,0YH1xT3Z7wR6dZyaCwSziK,spotify:track:0YH1xT3Z7wR6dZyaCwSziK,https://api.spotify.com/v1/tracks/0YH1xT3Z7wR6dZyaCwSziK,https://api.spotify.com/v1/audio-analysis/0YH1xT3Z7wR6dZyaCwSziK,205702,4
38320,Kodak Black,Vibin In This Bih,4g8pXHvEnwBkyEbUOsAEig,52,46SHBwWsqBkxI7EeeBEQG7,"['46SHBwWsqBkxI7EeeBEQG7', '13y7CgLHjMVRMDqxdx0Xdo']","['Kodak Black', 'Gucci Mane']",2016,melodic rap,0.71,0.579,1,-5.724,1,0.212,0.0171,0.0,0.105,0.305,163.992,audio_features,4g8pXHvEnwBkyEbUOsAEig,spotify:track:4g8pXHvEnwBkyEbUOsAEig,https://api.spotify.com/v1/tracks/4g8pXHvEnwBkyEbUOsAEig,https://api.spotify.com/v1/audio-analysis/4g8pXHvEnwBkyEbUOsAEig,169927,4
36341,Pablo Alborán,Recuérdame - Nueva versión,0yS3WAbqrdjr8o3XseOqUK,50,5M9Bb4adKAgrOFOhc05Y50,['5M9Bb4adKAgrOFOhc05Y50'],['Pablo Alborán'],2015,latin arena pop,0.601,0.665,0,-7.052,0,0.0342,0.103,0.0,0.14,0.569,143.954,audio_features,0yS3WAbqrdjr8o3XseOqUK,spotify:track:0yS3WAbqrdjr8o3XseOqUK,https://api.spotify.com/v1/tracks/0yS3WAbqrdjr8o3XseOqUK,https://api.spotify.com/v1/audio-analysis/0yS3WAbqrdjr8o3XseOqUK,292913,4
30796,Hayley Kiyoko,Feelings,27DxZkqTR2SHZTTfMRpUvW,55,3LjhVl7GzYsza1biQjTpaN,['3LjhVl7GzYsza1biQjTpaN'],['Hayley Kiyoko'],2018,art pop,0.699,0.888,10,-4.002,0,0.079,0.186,4.15e-06,0.114,0.449,110.965,audio_features,27DxZkqTR2SHZTTfMRpUvW,spotify:track:27DxZkqTR2SHZTTfMRpUvW,https://api.spotify.com/v1/tracks/27DxZkqTR2SHZTTfMRpUvW,https://api.spotify.com/v1/audio-analysis/27DxZkqTR2SHZTTfMRpUvW,216547,4
300,Bruno Mars,Put On A Smile,4bbJw6usZSqkcmnqjSIOWx,72,0du5cEVh5yTK9QJze8zA0C,"['0du5cEVh5yTK9QJze8zA0C', '3jK9MiCrA42lLAdMGUZpwa', '6PvvGcCY2XtUcSRld1Wilr']","['Bruno Mars', 'Anderson .Paak', 'Silk Sonic']",2021,dance pop,0.548,0.627,9,-8.949,1,0.0409,0.0471,0.0,0.285,0.493,143.994,audio_features,4bbJw6usZSqkcmnqjSIOWx,spotify:track:4bbJw6usZSqkcmnqjSIOWx,https://api.spotify.com/v1/tracks/4bbJw6usZSqkcmnqjSIOWx,https://api.spotify.com/v1/audio-analysis/4bbJw6usZSqkcmnqjSIOWx,255455,4
40789,Rick Astley,I Like The Sun,2ivSulFCO1IWfRyheKSqpS,37,0gxyHStUsqpMadRV0Di1Qt,['0gxyHStUsqpMadRV0Di1Qt'],['Rick Astley'],2016,new wave,0.657,0.779,10,-4.126,0,0.0258,0.147,1.64e-06,0.0857,0.616,107.996,audio_features,2ivSulFCO1IWfRyheKSqpS,spotify:track:2ivSulFCO1IWfRyheKSqpS,https://api.spotify.com/v1/tracks/2ivSulFCO1IWfRyheKSqpS,https://api.spotify.com/v1/audio-analysis/2ivSulFCO1IWfRyheKSqpS,220987,4
49325,keshi,just friends,2KEnu7ABoDpekTUae5rrU0,67,3pc0bOVB5whxmD50W79wwO,['3pc0bOVB5whxmD50W79wwO'],['keshi'],2017,pop,0.713,0.244,6,-15.639,0,0.101,0.767,0.00435,0.101,0.199,119.993,audio_features,2KEnu7ABoDpekTUae5rrU0,spotify:track:2KEnu7ABoDpekTUae5rrU0,https://api.spotify.com/v1/tracks/2KEnu7ABoDpekTUae5rrU0,https://api.spotify.com/v1/audio-analysis/2KEnu7ABoDpekTUae5rrU0,123126,4
39567,Famous Dex,Drip From My Walk,1eQIZQTJ3CQOYJPY7EOUKp,50,0WOxhx4hikIsyF3CRPLC8W,['0WOxhx4hikIsyF3CRPLC8W'],['Famous Dex'],2016,chicago rap,0.739,0.553,2,-9.129,1,0.245,0.653,0.0,0.113,0.305,129.925,audio_features,1eQIZQTJ3CQOYJPY7EOUKp,spotify:track:1eQIZQTJ3CQOYJPY7EOUKp,https://api.spotify.com/v1/tracks/1eQIZQTJ3CQOYJPY7EOUKp,https://api.spotify.com/v1/audio-analysis/1eQIZQTJ3CQOYJPY7EOUKp,131063,4
16929,Jack Harlow,Baxter Avenue,1hsluVwqgpNbQfL4IGoI5h,0,2LIk90788K0zvyj2JJVwkJ,['2LIk90788K0zvyj2JJVwkJ'],['Jack Harlow'],2022,hip hop,0.749,0.675,5,-8.758,0,0.364,0.144,0.0,0.107,0.682,93.45,audio_features,1hsluVwqgpNbQfL4IGoI5h,spotify:track:1hsluVwqgpNbQfL4IGoI5h,https://api.spotify.com/v1/tracks/1hsluVwqgpNbQfL4IGoI5h,https://api.spotify.com/v1/audio-analysis/1hsluVwqgpNbQfL4IGoI5h,207797,4
41660,New Constellations,Hot Blooded,6BI2GDwlQV32JZLgYPMlFM,66,5WF5jtgP0H31QTl5g4WxW9,['5WF5jtgP0H31QTl5g4WxW9'],['New Constellations'],2021,soul,0.626,0.523,1,-8.49,0,0.0304,0.00356,0.0036,0.169,0.23,99.893,audio_features,6BI2GDwlQV32JZLgYPMlFM,spotify:track:6BI2GDwlQV32JZLgYPMlFM,https://api.spotify.com/v1/tracks/6BI2GDwlQV32JZLgYPMlFM,https://api.spotify.com/v1/audio-analysis/6BI2GDwlQV32JZLgYPMlFM,287000,4
40885,blink-182,California,08aMpsxjozNNQPVnnE1QaC,50,6FBDaR13swtiWwGhX1WQsP,['6FBDaR13swtiWwGhX1WQsP'],['blink-182'],2016,pop punk,0.348,0.675,2,-5.889,1,0.0428,0.0571,0.0,0.0857,0.206,179.91,audio_features,08aMpsxjozNNQPVnnE1QaC,spotify:track:08aMpsxjozNNQPVnnE1QaC,https://api.spotify.com/v1/tracks/08aMpsxjozNNQPVnnE1QaC,https://api.spotify.com/v1/audio-analysis/08aMpsxjozNNQPVnnE1QaC,190400,4
30250,Morgan Page,The Longest Road - deadmau5 Remix Edit,77w8cBOdasP7aNcPD9Dec8,58,1N9n8MSxrr4Emhb566493b,"['1N9n8MSxrr4Emhb566493b', '3j4FHbC5zwmYGJ7r0ZgaMt', '2CIMQHirSU0MQqyYHq0eOx']","['Morgan Page', 'Lissie', 'deadmau5']",2018,electro house,0.699,0.737,1,-6.724,1,0.0368,0.00385,0.000471,0.0392,0.543,124.981,audio_features,77w8cBOdasP7aNcPD9Dec8,spotify:track:77w8cBOdasP7aNcPD9Dec8,https://api.spotify.com/v1/tracks/77w8cBOdasP7aNcPD9Dec8,https://api.spotify.com/v1/audio-analysis/77w8cBOdasP7aNcPD9Dec8,239213,4
42377,Ne-Yo,So Sick,79q1L8qEslJksJlrTsnzGe,0,21E3waRsmPlU7jZsS13rcj,['21E3waRsmPlU7jZsS13rcj'],['Ne-Yo'],2022,r&b,0.679,0.682,6,-5.837,1,0.261,0.265,0.0,0.287,0.59,94.971,audio_features,79q1L8qEslJksJlrTsnzGe,spotify:track:79q1L8qEslJksJlrTsnzGe,https://api.spotify.com/v1/tracks/79q1L8qEslJksJlrTsnzGe,https://api.spotify.com/v1/audio-analysis/79q1L8qEslJksJlrTsnzGe,207187,4
37013,Adele,River Lea,3hwu7jZD2TjvWCeHzNlgSE,63,4dpARuHxo51G3z768sgnrY,['4dpARuHxo51G3z768sgnrY'],['Adele'],2015,pop,0.384,0.585,1,-5.588,1,0.0311,0.0591,1.77e-06,0.116,0.252,82.378,audio_features,3hwu7jZD2TjvWCeHzNlgSE,spotify:track:3hwu7jZD2TjvWCeHzNlgSE,https://api.spotify.com/v1/tracks/3hwu7jZD2TjvWCeHzNlgSE,https://api.spotify.com/v1/audio-analysis/3hwu7jZD2TjvWCeHzNlgSE,225427,4
15991,Khalid,Retrograde (feat. 6LACK & Lucky Daye),3v5WRAItrZgr5vCdW3vTmz,67,6LuN9FCkKOj5PcnpouEgny,"['6LuN9FCkKOj5PcnpouEgny', '4IVAbR2w4JJNJDDRFP3E83', '5Vuvs6Py2JRU7WiFDVsI7J']","['Khalid', '6LACK', 'Lucky Daye']",2021,pop,0.529,0.555,3,-6.259,0,0.0401,0.0749,0.000223,0.0726,0.582,179.821,audio_features,3v5WRAItrZgr5vCdW3vTmz,spotify:track:3v5WRAItrZgr5vCdW3vTmz,https://api.spotify.com/v1/tracks/3v5WRAItrZgr5vCdW3vTmz,https://api.spotify.com/v1/audio-analysis/3v5WRAItrZgr5vCdW3vTmz,220133,4
31991,The Nude Party,Chevrolet Van,5QpkOt3hpNf4zns6FJ7JRH,56,5BxtbtwwHXC3HA5kAn06sK,['5BxtbtwwHXC3HA5kAn06sK'],['The Nude Party'],2018,indie rock,0.577,0.81,4,-5.822,0,0.0412,0.0138,8.41e-05,0.267,0.76,118.352,audio_features,5QpkOt3hpNf4zns6FJ7JRH,spotify:track:5QpkOt3hpNf4zns6FJ7JRH,https://api.spotify.com/v1/tracks/5QpkOt3hpNf4zns6FJ7JRH,https://api.spotify.com/v1/audio-analysis/5QpkOt3hpNf4zns6FJ7JRH,258147,4
29631,The Beatles,Happiness Is A Warm Gun - 2018 Mix,3z2ngCk1Us5E0DtNGczXwJ,45,3WrFJ7ztbogyGnTHbHJFl2,['3WrFJ7ztbogyGnTHbHJFl2'],['The Beatles'],2018,classic rock,0.461,0.534,9,-9.912,0,0.0592,0.131,5.63e-06,0.107,0.459,138.935,audio_features,3z2ngCk1Us5E0DtNGczXwJ,spotify:track:3z2ngCk1Us5E0DtNGczXwJ,https://api.spotify.com/v1/tracks/3z2ngCk1Us5E0DtNGczXwJ,https://api.spotify.com/v1/audio-analysis/3z2ngCk1Us5E0DtNGczXwJ,164520,4
50273,Capital Bra,Gott ist mein Zeuge,2nw6FR19g1SQIvKg26flXr,35,4WZGDpNwrC0vNQyl9QzF7d,['4WZGDpNwrC0vNQyl9QzF7d'],['Capital Bra'],2022,german hip hop,0.805,0.845,0,-5.323,1,0.407,0.232,0.0,0.134,0.607,119.713,audio_features,2nw6FR19g1SQIvKg26flXr,spotify:track:2nw6FR19g1SQIvKg26flXr,https://api.spotify.com/v1/tracks/2nw6FR19g1SQIvKg26flXr,https://api.spotify.com/v1/audio-analysis/2nw6FR19g1SQIvKg26flXr,224400,5
39202,Big Thief,Humans,5tiKlzmMyRPWzh6i0EqOUd,46,5QdyldG4Fl4TPiOIeMNpBZ,['5QdyldG4Fl4TPiOIeMNpBZ'],['Big Thief'],2016,art pop,0.482,0.681,9,-7.205,1,0.035,0.00247,0.0029,0.357,0.618,118.015,audio_features,5tiKlzmMyRPWzh6i0EqOUd,spotify:track:5tiKlzmMyRPWzh6i0EqOUd,https://api.spotify.com/v1/tracks/5tiKlzmMyRPWzh6i0EqOUd,https://api.spotify.com/v1/audio-analysis/5tiKlzmMyRPWzh6i0EqOUd,203140,4
37994,The Monkees,She Makes Me Laugh,3Au9587rjkkwQAJ4dZ4Qps,37,320EPCSEezHt1rtbfwH6Ck,['320EPCSEezHt1rtbfwH6Ck'],['The Monkees'],2016,classic rock,0.59,0.76,9,-5.186,1,0.0408,0.0184,2.09e-05,0.354,0.575,133.788,audio_features,3Au9587rjkkwQAJ4dZ4Qps,spotify:track:3Au9587rjkkwQAJ4dZ4Qps,https://api.spotify.com/v1/tracks/3Au9587rjkkwQAJ4dZ4Qps,https://api.spotify.com/v1/audio-analysis/3Au9587rjkkwQAJ4dZ4Qps,182773,4
